"學年度","學校代碼","學校名稱","科系代碼","科系名稱","日間∕進修別","等級別","學生數","教師數","上學年度畢業生數","縣市名稱","體系別"
112,0022,國立臺灣科技大學,07191012,工業管理系,D 日,B 四技,272,24,66,30 臺北市,2 技職
112,0022,國立臺灣科技大學,07191012,工業管理系_香港二技專班,D 日,C 二技,0,0,1,30 臺北市,2 技職
112,0022,國立臺灣科技大學,07191042,智慧製造科技研究所,D 日,D 博士,9,0,0,30 臺北市,2 技職
112,0022,國立臺灣科技大學,07191042,智慧製造科技研究所,D 日,M 碩士,57,3,0,30 臺北市,2 技職
112,0022,國立臺灣科技大學,07194040,先進科技全英語學士學位學程,D 日,B 四技,49,3,1,30 臺北市,2 技職
112,0022,國立臺灣科技大學,07194041,全球發展工程學士學位學程,D 日,B 四技,84,2,20,30 臺北市,2 技職
112,0022,國立臺灣科技大學,07199033,工程學院_先進科技全英語外國學生專班,D 日,B 四技,43,3,21,30 臺北市,2 技職
112,0022,國立臺灣科技大學,07199035,高階科技研發碩士在職學位學程,N 職,M 碩士,79,2,19,30 臺北市,2 技職
112,0022,國立臺灣科技大學,07199046,工程學士班,D 日,B 四技,49,2,0,30 臺北市,2 技職
112,0022,國立臺灣科技大學,07199047,半導體高階經營暨研發碩士在職學位學程,N 職,M 碩士,11,2,0,30 臺北市,2 技職
112,0022,國立臺灣科技大學,07199Y53,電資學院,D 日,,0,1,0,30 臺北市,2 技職
112,0022,國立臺灣科技大學,07311038,建築系博士班,D 日,D 博士,47,0,6,30 臺北市,2 技職
112,0022,國立臺灣科技大學,07311038,建築系碩士班,D 日,M 碩士,125,0,41,30 臺北市,2 技職
112,0022,國立臺灣科技大學,07311038,建築系碩士在職專班,N 職,M 碩士,52,0,9,30 臺北市,2 技職
112,0022,國立臺灣科技大學,07311038,建築系,D 日,B 四技,302,25,74,30 臺北市,2 技職
112,0022,國立臺灣科技大學,07321025,營建工程系博士班,D 日,D 博士,59,0,12,30 臺北市,2 技職
112,0022,國立臺灣科技大學,07321025,營建工程系碩士班,D 日,M 碩士,254,0,138,30 臺北市,2 技職
112,0022,國立臺灣科技大學,07321025,營建工程系碩士在職專班,N 職,M 碩士,65,0,15,30 臺北市,2 技職
112,0022,國立臺灣科技大學,07321025,營建工程系,D 日,B 四技,363,35,92,30 臺北市,2 技職
112,0022,國立臺灣科技大學,09171034,醫學工程研究所,D 日,M 碩士,57,7,18,30 臺北市,2 技職
112,0022,國立臺灣科技大學,99999015,應用科技學士學位學程,D 日,B 四技,28,3,6,30 臺北市,2 技職
112,0022,國立臺灣科技大學,99999036,不分系學士班,D 日,B 四技,93,0,0,30 臺北市,2 技職
112,0022,國立臺灣科技大學,99999Z01,通識及共同科目,D 日,,0,16,0,30 臺北市,2 技職
112,0022,國立臺灣科技大學,99999Z05,師資培育中心,D 日,,0,3,0,30 臺北市,2 技職
112,0022,國立臺灣科技大學,99999Z07,體育室,D 日,,0,12,0,30 臺北市,2 技職
112,0022,國立臺灣科技大學,99999Z08,語言中心,D 日,,0,11,0,30 臺北市,2 技職
112,0022,國立臺灣科技大學,99999Z99,其他(包括行政助教),D 日,,0,6,0,30 臺北市,2 技職
112,0023,國立雲林科技大學,01118001,技術及職業教育研究所,D 日,D 博士,67,0,9,09 雲林縣,2 技職
112,0023,國立雲林科技大學,01118001,技術及職業教育研究所,D 日,M 碩士,15,7,4,09 雲林縣,2 技職
112,0023,國立雲林科技大學,01118001,技術及職業教育研究所,N 職,M 碩士,22,0,3,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02111013,數位媒體設計系碩士班,D 日,M 碩士,84,0,11,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02111013,數位媒體設計系地方創生智能設計碩士在職專班,N 職,M 碩士,35,0,4,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02112011,視覺傳達設計系碩士班,D 日,M 碩士,61,0,27,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02112011,視覺傳達設計系,D 日,B 四技,206,12,55,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02112013,數位媒體設計系,D 日,B 四技,249,12,55,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02122007,設計學研究所,D 日,D 博士,104,0,9,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02122007,設計學研究所,D 日,M 碩士,25,7,15,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02122009,創意生活設計系碩士班,D 日,M 碩士,59,0,17,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02122009,創意生活設計系,D 日,B 四技,198,10,52,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02122009,創意生活設計系_香港二技專班,D 日,C 二技,0,0,1,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02122067,跨域整合設計學士學位學程,D 日,B 四技,57,7,0,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02123014,工業設計系碩士班,D 日,M 碩士,65,0,20,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02123014,工業設計系,D 日,B 四技,186,13,42,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02192002,文化資產維護系碩士班,D 日,M 碩士,62,0,10,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02192002,文化資產維護系,D 日,B 四技,225,15,62,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02192002,文化資產維護系_香港二技專班,D 日,C 二技,1,0,2,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02199017,設計學院_設計技優專班,D 日,B 四技,105,0,19,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02311004,應用外語系碩士班,D 日,M 碩士,50,0,12,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02311004,應用外語系碩士在職專班,N 職,M 碩士,37,0,7,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02311004,應用外語系,D 日,B 四技,270,13,53,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02311004,應用外語系,D 日,C 二技,3,0,2,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02322003,漢學應用研究所,D 日,M 碩士,27,9,9,09 雲林縣,2 技職
112,0023,國立雲林科技大學,02322003,漢學應用研究所,N 職,M 碩士,25,0,3,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04111018,會計系博士班,D 日,D 博士,9,0,2,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04111018,會計系碩士班,D 日,M 碩士,45,0,20,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04111018,會計系碩士在職專班,N 職,M 碩士,22,0,15,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04111018,會計系,D 日,B 四技,216,13,53,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04121024,財務金融系博士班,D 日,D 博士,27,0,1,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04121024,財務金融系碩士班,D 日,M 碩士,74,0,34,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04121024,財務金融系碩士在職專班,N 職,M 碩士,61,1,21,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04121024,財務金融系,D 日,B 四技,226,13,50,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04131019,企業管理系博士班,D 日,D 博士,71,0,2,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04131019,企業管理系碩士班,D 日,M 碩士,121,0,42,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04131019,企業管理系碩士在職專班,N 職,M 碩士,65,2,35,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04131019,企業管理系,D 日,B 四技,221,16,54,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04131019,企業管理系,D 日,C 二技,61,0,34,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04131022,國際管理學士學位學程,D 日,B 四技,89,3,33,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04131057,產業經營專業博士學位學程,D 日,D 博士,17,2,0,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04131058,高階管理碩士在職學位學程,N 職,M 碩士,55,2,26,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04131059,工商管理進修學士學位學程,N 修,B 四技,163,2,35,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04199023,創業管理碩士學位學程,D 日,M 碩士,14,2,7,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04212031,科技法律研究所,D 日,M 碩士,33,7,11,09 雲林縣,2 技職
112,0023,國立雲林科技大學,04212031,科技法律研究所,N 職,M 碩士,60,0,16,09 雲林縣,2 技職
112,0023,國立雲林科技大學,06111066,智慧數據科學研究所,D 日,M 碩士,27,7,0,09 雲林縣,2 技職
112,0023,國立雲林科技大學,06131032,資訊管理系博士班,D 日,D 博士,19,0,1,09 雲林縣,2 技職
112,0023,國立雲林科技大學,06131032,資訊管理系碩士班,D 日,M 碩士,110,0,36,09 雲林縣,2 技職
112,0023,國立雲林科技大學,06131032,資訊管理系碩士在職專班,N 職,M 碩士,47,1,12,09 雲林縣,2 技職
112,0023,國立雲林科技大學,06131032,資訊管理系,D 日,B 四技,356,21,46,09 雲林縣,2 技職
112,0023,國立雲林科技大學,06131032,資訊管理系,D 日,C 二技,123,0,44,09 雲林縣,2 技職
112,0023,國立雲林科技大學,06131060,資訊科技服務管理數位學習碩士在職專班,N 職,M 碩士,71,0,20,09 雲林縣,2 技職
112,0023,國立雲林科技大學,06131065,國際人工智慧管理研究所,D 日,M 碩士,37,5,3,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07111045,化學工程與材料工程系博士班,D 日,D 博士,6,0,0,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07111045,化學工程與材料工程系碩士班,D 日,M 碩士,128,0,43,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07111045,化學工程與材料工程系,D 日,B 四技,442,18,103,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07112047,材料科技研究所,D 日,M 碩士,54,9,10,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07121049,環境與安全衛生工程系博士班,D 日,D 博士,7,0,0,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07121049,環境與安全衛生工程系碩士班,D 日,M 碩士,88,0,11,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07121049,環境與安全衛生工程系環安科技與管理碩士在職專班,N 職,M 碩士,40,0,8,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07121049,環境與安全衛生工程系,D 日,B 四技,245,15,63,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07121049,環境與安全衛生工程系_香港二技專班,D 日,C 二技,1,0,0,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07141033,電機工程系碩士班,D 日,M 碩士,207,0,68,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07141033,電機工程系碩士在職專班,N 職,M 碩士,62,0,11,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07141033,電機工程系,D 日,B 四技,584,26,136,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07141034,電子工程系博士班,D 日,D 博士,7,0,3,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07141034,電子工程系碩士班,D 日,M 碩士,205,0,69,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07141034,電子工程系,D 日,B 四技,561,23,116,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07141034,電子工程系_香港二技專班,D 日,C 二技,1,0,0,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07141037,資訊工程系碩士班,D 日,M 碩士,149,0,46,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07141037,資訊工程系,D 日,B 四技,289,14,59,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07151041,機械工程系博士班,D 日,D 博士,21,0,2,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07151041,機械工程系碩士班,D 日,M 碩士,148,0,43,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07151041,機械工程系,D 日,B 四技,520,19,135,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07191048,工業工程與管理系博士班,D 日,D 博士,9,0,2,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07191048,工業工程與管理系碩士班,D 日,M 碩士,141,0,52,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07191048,工業工程與管理系碩士在職專班,N 職,M 碩士,107,1,21,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07191048,工業工程與管理系,D 日,B 四技,416,20,82,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07194050,工程科技研究所,D 日,D 博士,61,0,5,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07194050,工程科技菁英班,D 日,B 四技,60,9,0,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07194063,產業科技學士學位學程,D 日,B 四技,48,5,0,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07194063,產業科技進修學士學位學程,N 修,B 四技,85,0,0,09 雲林縣,2 技職
112,0023,國立雲林科技大學,07199062,智慧機器人學士學位學程,D 日,B 四技,138,3,3,09 雲林縣,2 技職
